id,card_name,quantity,special_type,is_ex,card_category,pokemon_type,stage,hp,rarity,set_or_pack,source_screenshot,source_row,source_column,needs_review,review_reason,variant_notes
mandibuzz_unknown_unknown_v1,Mandibuzz,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1533.PNG,3,2,True,special_type not confirmed; visual review needed,
malamar_unknown_unknown_v1,Malamar,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1533.PNG,3,3,True,special_type not confirmed; visual review needed,
bronzong_unknown_unknown_v1,Bronzong,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,1,1,True,special_type not confirmed; visual review needed,
bisharp_unknown_unknown_v1,Bisharp,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,1,2,True,special_type not confirmed; visual review needed,user wrote Bishard
magearna_unknown_unknown_v1,Magearna,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,1,3,True,special_type not confirmed; visual review needed,
vibrava_unknown_unknown_v1,Vibrava,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,2,1,True,special_type not confirmed; visual review needed,
ursaring_unknown_unknown_v1,Ursaring,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,2,2,True,special_type not confirmed; visual review needed,
herdier_unknown_unknown_v1,Herdier,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,2,3,True,special_type not confirmed; visual review needed,
audino_unknown_unknown_v1,Audino,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,3,1,True,special_type not confirmed; visual review needed,
corvisquire_unknown_unknown_v1,Corvisquire,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,3,2,True,special_type not confirmed; visual review needed,
korrina_unknown_unknown_v1,Korrina,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1534.PNG,3,3,True,special_type not confirmed; visual review needed,autofill verified
cheren_unknown_unknown_v1,Cheren,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,1,1,True,special_type not confirmed; visual review needed,autofill verified
arena_of_antiquity_unknown_unknown_v1,Arena of Antiquity,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,1,2,True,special_type not confirmed; visual review needed,autofill verified
bulbasaur_unknown_unknown_v2,Bulbasaur,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,1,3,True,special_type not confirmed; visual review needed,
venonat_unknown_unknown_v1,Venonat,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,2,1,True,special_type not confirmed; visual review needed,
shellder_unknown_unknown_v1,Shellder,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,2,2,True,special_type not confirmed; visual review needed,
sandshrew_unknown_unknown_v1,Sandshrew,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,2,3,True,special_type not confirmed; visual review needed,
cubone_unknown_unknown_v1,Cubone,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,3,1,True,special_type not confirmed; visual review needed,
hitmonchan_unknown_unknown_v1,Hitmonchan,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,3,2,True,special_type not confirmed; visual review needed,
mienfoo_unknown_unknown_v1,Mienfoo,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1535.PNG,3,3,True,special_type not confirmed; visual review needed,
dratini_unknown_unknown_v1,Dratini,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,1,1,True,special_type not confirmed; visual review needed,autofill verified
pidgey_unknown_unknown_v1,Pidgey,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,1,2,True,special_type not confirmed; visual review needed,autofill verified
rattata_unknown_unknown_v1,Rattata,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,1,3,True,special_type not confirmed; visual review needed,
raticate_unknown_unknown_v1,Raticate,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,2,1,True,special_type not confirmed; visual review needed,
jigglypuff_unknown_unknown_v1,Jigglypuff,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,2,2,True,special_type not confirmed; visual review needed,
farfetch_d_unknown_unknown_v1,Farfetch'd,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,2,3,True,special_type not confirmed; visual review needed,
dubwool_unknown_unknown_v1,Dubwool,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,3,1,True,special_type not confirmed; visual review needed,
cherubi_unknown_unknown_v1,Cherubi,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,3,2,True,special_type not confirmed; visual review needed,
rockruff_unknown_unknown_v1,Rockruff,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1536.PNG,3,3,True,special_type not confirmed; visual review needed,
silcoon_unknown_unknown_v1,Silcoon,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,1,1,True,special_type not confirmed; visual review needed,autofill verified
seedot_unknown_unknown_v1,Seedot,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,1,2,True,special_type not confirmed; visual review needed,autofill verified
sandygast_unknown_unknown_v1,Sandygast,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,1,3,True,special_type not confirmed; visual review needed,
bulbasaur_unknown_unknown_v3,Bulbasaur,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,2,1,True,special_type not confirmed; visual review needed,
spinarak_unknown_unknown_v1,Spinarak,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,2,2,True,special_type not confirmed; visual review needed,
sunkern_unknown_unknown_v1,Sunkern,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,2,3,True,special_type not confirmed; visual review needed,
burmy_unknown_unknown_v1,Burmy,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,3,1,True,special_type not confirmed; visual review needed,
mothim_unknown_unknown_v1,Mothim,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,3,2,True,special_type not confirmed; visual review needed,
charmander_unknown_unknown_v1,Charmander,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1537.PNG,3,3,True,special_type not confirmed; visual review needed,
houndour_unknown_unknown_v1,Houndour,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,1,1,True,special_type not confirmed; visual review needed,
houndoom_unknown_unknown_v1,Houndoom,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,1,2,True,special_type not confirmed; visual review needed,
basculin_unknown_unknown_v1,Basculin,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,1,3,True,special_type not confirmed; visual review needed,
clauncher_unknown_unknown_v1,Clauncher,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,2,1,True,special_type not confirmed; visual review needed,
magnemite_unknown_unknown_v1,Magnemite,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,2,2,True,special_type not confirmed; visual review needed,
helioptile_unknown_unknown_v1,Helioptile,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,2,3,True,special_type not confirmed; visual review needed,
misdreavus_unknown_unknown_v1,Misdreavus,4,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,3,1,True,special_type not confirmed; visual review needed,
solosis_unknown_unknown_v1,Solosis,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,3,2,True,special_type not confirmed; visual review needed,
spritzee_unknown_unknown_v1,Spritzee,6,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1538.PNG,3,3,True,special_type not confirmed; visual review needed,
aromatisse_unknown_unknown_v1,Aromatisse,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,1,1,True,special_type not confirmed; visual review needed,
onix_unknown_unknown_v2,Onix,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,1,2,True,special_type not confirmed; visual review needed,
makuhita_unknown_unknown_v1,Makuhita,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,1,3,True,special_type not confirmed; visual review needed,
nosepass_unknown_unknown_v1,Nosepass,6,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,2,1,True,special_type not confirmed; visual review needed,autofill verified
mienfoo_unknown_unknown_v2,Mienfoo,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,2,2,True,special_type not confirmed; visual review needed,
mienshao_unknown_unknown_v2,Mienshao,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,2,3,True,special_type not confirmed; visual review needed,
grimer_unknown_unknown_v1,Grimer,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,3,1,True,special_type not confirmed; visual review needed,
trubbish_unknown_unknown_v1,Trubbish,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,3,2,True,special_type not confirmed; visual review needed,
porygon_unknown_unknown_v1,Porygon,3,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1539.PNG,3,3,True,special_type not confirmed; visual review needed,
starly_unknown_unknown_v1,Starly,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,1,1,True,special_type not confirmed; visual review needed,
staravia_unknown_unknown_v1,Staravia,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,1,2,True,special_type not confirmed; visual review needed,
buneary_unknown_unknown_v1,Buneary,2,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,1,3,True,special_type not confirmed; visual review needed,
roselia_unknown_unknown_v1,Roselia,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,2,1,True,special_type not confirmed; visual review needed,
sinistea_unknown_unknown_v1,Sinistea,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,2,2,True,special_type not confirmed; visual review needed,
meditite_unknown_unknown_v1,Meditite,1,unknown,False,Unknown,Unknown,Unknown,,unknown,unknown,IMG_1540.PNG,2,3,True,special_type not confirmed; visual review needed,
